Code,Description
9014, Maid Service—By Contract Texas
9014, Microbe Spraying on Oil Spills—No Cleanup Texas
9014, Mobile Power or Pressure Cleaning Service by Contractor—NOC & Drivers Oregon
9014, Mobile Power or Pressure Cleaning Service—No Power or Pressure Cleaning Above Ground Level & Drivers. National
9014, Oil Spill Cleanup—By Spraying Spill With Microorganisms—No Soil Reclamation Texas
9014, Parking Area Cleaning or Sweeping by Contractor Texas
9014, Pet Sitting Service Texas
9014, Residential Cleaning Services by Contractor—Inside Indiana
9014, Restroom Sanitation Service Texas
9014, Steam Cleaning of Commercial Kitchens Texas
9014, Steam Cleaning of Grocery Store Equipment Texas
9014, Swimming Pool Cleaning by Contract Texas
9014, Swimming Pool—Maintenance—Swimming Pool Maintenance & Drivers Oregon
9014, Watering Lawns by Contractor Texas
9014, Weed Control—By Specialty Contractor—By Use of Lawn Equipment or Handheld Spray Equipment Texas
9014, Window Cleaning NOC Texas
9015, Automobile Auctions & Drivers Texas
9015, Automobile Parking Lot & Drivers Texas
9015, Automobile Repossession With Storage Lot & Drivers Texas
9015, Automobile Storage Garage or Parking Station & Drivers Texas
9015, Bath House—Beach & Drivers Texas
9015, Bathhouse—Beach National
9015, Boat or Fishing Docks—All Operations & Drivers Texas
9015, Boy and Girl Scout Councils—Camp Operation—Including Clerical at Camp Locations & Drivers Texas
9015, Building or Property Management—All Other Employees National
9015, Buildings NOC—Operation by Owner or Lessee & Drivers Texas
9015, Buildings—Operation by Owner or Lessee & Drivers Oregon
9015, Camp Operation NOC National
9015, Camp Operation NOC & Drivers Texas
9015, Condominiums Cooperatives or Time-Shares—All Other Employees National
9015, Condominiums—All Employees Engaged in Care Custody and Maintenance of Premises or Facilities & Drivers Texas
9015, Cotton Classing—Sample Handlers Porters & Drivers Texas
9015, Data Storage for Others & Drivers Texas
9015, Dude Ranches & Drivers Texas
9015, Fish or Boat Dock Operation—Marinas & Drivers Texas
9015, Fishing Guides & Drivers Texas
9015, Flea Market—Facility Operator & Drivers Texas
9015, Guides for Hunting & Fishing Parties & Drivers Texas
9015, Hunting & Fishing Guides & Drivers Texas
9015, Hunting Ranches—No Commercial Farm or Ranch Operations & Drivers Texas
9015, Lifeguards at Swimming Pools Beaches Etc. & Drivers Texas
9015, Marinas—Pleasure Craft & Drivers Texas
9015, Mini-Storage Facilities or Flea Markets—All Other Employees National
9015, Mobile Home or Trailer Parks—All Other Employees National
9015, Mobile Home Parks & Drivers Texas
9015, Mobile Home Windstorm Tie-Down Installation—By Mobile Home Park Operator National
9015, Mobile Home Windstorm Tie-Down Installation—By Mobile Home Park Operator Alaska
9015, Mobile Home—Windstorm Tie-Down Installation—By Trailer Park Operator & Drivers Texas
9015, Property Management NOC & Drivers Texas
9015, Recreational Vehicle Campgrounds Operation & Drivers Texas
9015, Recreational Vehicle Campgrounds or Parks—All Other Employees National
9015, Scuba or Skin Diving Schools & Drivers Texas
9015, Ski Instructors & Drivers Texas
9015, Storage of Data for Others & Drivers Texas
9015, Swimming Pool Operations & Drivers Texas
9015, Swimming Pool—Public Operation—All Other Employees National
9015, Trailer Park Operation & Drivers Texas
9015, Valet Parking Service by Contract & Drivers Texas
9015, Warehouse Operation—Mini-Storage & Drivers Texas
9016, Amusement Device Operation NOC—Not Traveling & Drivers Texas
9016, Amusement Park or Exhibition Operation & Drivers National
9016, Amusement Park or Exhibition Operation & Drivers Texas
9016, Automobile Race Driver Texas
9016, Automobile Racetrack Operator & Drivers Texas
9016, Boat Racing Driver Texas
9016, Cavern Operations & Drivers Texas
9016, Caves or Caverns—Operation for Exhibition Purposes & Drivers. National
9016, Club—Shooting & Drivers Texas
9016, Dog Racetrack Operator & Drivers Texas
9016, Dog Show—Operation by Owner or Lessee & Drivers National
9016, Dog Show—Operation of Facilities & Drivers Texas
9016, Fireworks Exhibition & Drivers Texas
9016, Golf Courses—Miniature—Operation and Maintenance & Drivers Texas
9016, Golf Driving Ranges & Drivers Texas
9016, Horse Racetrack Operator & Drivers Texas
9016, Horse Show—Operation by Owner or Lessee & Drivers National
9016, Horse Show—Operation of Facilities & Drivers Texas
9016, Ice-Skating Rink Operation & Drivers. National
9016, Petting Zoo—All Employees & Drivers Illinois
9016, Racetrack Operation—Automobile—All Other Employees Including Maintenance and Helpers & Drivers Texas
9016, Racetrack Operation—Dog—All Other Employees Including Maintenance and Helpers & Drivers Texas
9016, Racetrack Operation—Horse or Dog—All Other Employees Including Starters and Their Assistants Drivers National
9016, Racetrack Operation—Horse—All Other Employees Including Maintenance and Helpers & Drivers Texas
9016, Racetrack Operation—Horse—Starting Gate Crew Outriders Paddock Area Supervisors Jockey Room Employees and Related Duties & Drivers Texas
9016, Shooting Ranges and Galleries & Drivers Texas
9016, Skating Rink Operations & Drivers Montana
9016, Softball Complexes—Private & Drivers Texas
9016, Stock Car Racetrack Operation & Drivers Texas
9016, Taxi—Water—No Restaurant Operations & Drivers Texas
9016, Water Taxi—No Restaurant Operations & Drivers Texas
9016, Zoo Facility Operations & Drivers Texas
9019, Bridge or Vehicular Tunnel Operation & Drivers Texas
9019, Bridge or Vehicular Tunnel Operation & Drivers. National
9019, Toll Road Operations & Drivers Texas
9019, Tunnel—Vehicular—or Bridge Operations & Drivers. National
9022, Casino Gaming Bingo Slot Machine Arcades and Sports Book Operations Nevada
9032, Apartment House Operation Texas
9032, Apartment House Operations—All Employees Arizona
9033, Housing Authority & Clerical Salespersons Drivers National
9033, Housing Authority & Drivers Rhode Island
9033, Housing Authority & Drivers Texas
9033, Housing Authority—All Employees & Drivers Connecticut
9033, Housing Authority—All Employees & Drivers Maine
9040, Asylum—All Other Employees National
9040, Hospices—All Other Employees Texas
9040, Hospital—All Other Employees National
9040, Hospitals—All Other Employees Oregon
9040, Sanitarium—All Other Employees National
9044, Casino Gambling—Hotel—All Employees & Clerical Salespersons Drivers National
9044, Casino Gambling—Hotel—All Employees & Clerical Salespersons Drivers Connecticut
9044, Casino Gambling—Hotel—All Employees & Salespersons Drivers South Dakota
9047, Home for Aged—All Other Employees & Drivers Rhode Island
9047, Nursing Home—All Other Employees and Drivers Rhode Island
9047, Rest Home—All Other Employees & Drivers Rhode Island
9052, Boarding Houses or Rooming Houses & Drivers Texas
9052, Commissary Work—All Other Employees & Salespersons Drivers National
9052, Condominiums—With Operations and Employees Similar to Hotels and Motels & Drivers Texas
9052, Hotel—All Other Employees & Drivers Texas
9052, Hotel—All Other Employees & Salespersons Drivers National
9052, Motel Motor Court Tourist Court or Cabin—All Other Employees & Drivers Texas
9052, Motel Motor Court Tourist Court or Cabin—All Other Employees & Salespersons Drivers National
9052, Retirement Centers or Villages—Ambulatory Residents—All Other Employees & Drivers Texas
9052, Rooming Houses or Boarding Houses & Drivers Texas
9052, Rooming Houses or Boarding Houses & Salespersons Drivers National
9053, Bath NOC & Clerical Oklahoma
9053, Exercise or Health Institute & Clerical Oklahoma
9053, Health or Exercise Institute & Clerical Oklahoma
9058, Commissary Work—Restaurant Employees National
9058, Hotel Restaurant Employees Montana
9058, Hotel—Restaurant Employees National
9058, Motel Motor Court Tourist Court or Cabin—Restaurant Employees National
9058, Retirement Centers or Villages—Ambulatory Residents—Restaurant Employees Texas
9060, Club—Country Golf Fishing or Yacht Texas
9060, Club—Country Golf Fishing or Yacht—All Employees & Clerical Salespersons Drivers National
9060, Golf Course—City-Operated Texas
9060, Tennis Club Texas
9061, Casino Gambling & Clerical Connecticut
9061, Club NOC Hawaii
9061, Club NOC Oklahoma
9061, Club NOC South Dakota
9061, Club NOC Vermont
9061, Club—NOC Texas
9061, Club—NOC & Clerical National
9061, Club—NOC & Clerical Drivers Oregon
9061, Fraternity or Sorority Houses Hawaii
9061, Fraternity or Sorority Houses Texas
9061, Fraternity or Sorority Houses & Clerical National
9061, Sorority or Fraternity Houses & Clerical National
9062, Casino Gambling—All Employees & Clerical Salespersons Drivers National
9062, Casino Gambling—All Employees & Salespersons Drivers South Dakota
9062, Casino: Includes Bingo Parlors Oregon
9063, Aerobic Studios & Drivers Texas
9063, Amateur Sports Organizations—All Employees & Clerical Oregon
9063, Community Sports Centers—All Employees & Clerical Oregon
9063, Exercise or Health Institute Vermont
9063, Exercise or Health Institute & Clerical National
9063, Exercise or Health Institute & Drivers Texas
9063, Health Clubs & Drivers Texas
9063, Health or Exercise Institute Vermont
9063, Health or Exercise Institute & Clerical National
9063, Health or Exercise Institute & Drivers Texas
9063, Health Spa or Steam Bath NOC Vermont
9063, Health Spa or Steam Bath NOC & Clerical National
9063, Recreation Centers & Drivers Texas
9063, Senior Citizens Activity Center & Drivers Texas
9063, U.S.O. Operations—Permanent Location National
9063, YMCA and YWCA Institution—All Employees & Drivers Texas
9063, YMCA YWCA YMHA or YWHA Institution—All Employees Vermont
9063, YMCA YWCA YMHA or YWHA Institution—All Employees & Clerical National
9076, Military Base Operations by Civilian Contractor—All Operations & Drivers Alaska
9077,F United States Armed Service Risk—All Employees & Drivers. National
9078, Commissary Work Alaska
9078, Commissary Work Idaho
9079, Bar Night Club or Tavern Texas
9079, Cafeterias Texas
9079, Caterer Texas
9079, Commissary Work Texas
9079, Concession Stands Texas
9079, Doughnut Shops—Retail Texas
9079, Fast Food Restaurant—Counter Service/Carry Out Texas
9079, Hotel—Restaurant Employees Oregon
9079, Mobile Food Units—Preparation of Food Texas
9079, Night Club Bar or Tavern Texas
9079, Racetrack Operation—Automobile—Food Concession Booths Texas
9079, Racetrack Operation—Dog—Food Concession Booths Texas
9079, Racetrack Operation—Horse—Food Concessions Texas
9079, Restaurant & Drivers Oregon
9079, Restaurant NOC Texas
9079, Restaurant—Fast Food Texas
9079, Restaurant—Movie/Dinner Theater & Drivers Oregon
9079, Specialty Baked Goods Shops & Drivers Oregon
9079, Store—Retail NOC and Food Service Texas
9079, Tavern Bar or Night Club Texas
9080, Dance Hall—All Operations Louisiana
9080, Dance Hall—All Operations Oklahoma
9080, Dance Hall—All Operations Texas
9082, Caterer Maine
9082, Caterer. National
9082, Laulau Mfg. Hawaii
9082, Lunch Wagon Hawaii
9082, Restaurant NOC Hawaii
9082, Restaurant NOC Maine
9082, Restaurant NOC. National
9082, Sushi Mfg. Hawaii
9083, Doughnut Shop—Retail. National
9083, Restaurant: Fast Food. National
9084, Bar Discotheque Lounge Nightclub or Tavern Maine
9084, Bar Discotheque Lounge Nightclub or Tavern. National
9088, Rocket or Missile Testing or Launching & Drivers National
